"adcbbca64d2d78a77b378db487717e38","X83e200e6aa49b79396f052dd3db97e6b","c95c29828395a6f53f96e96619916532","cb3a451b5f9718c07b491a77b14ef21f","cd3909b22b87684aafd93fcb66630f52","X4c294f9a88e58b0e40a2b19f4658c209","db424461aa669374102fa17ac4539038","b9d614025bf292dfb0db9f43d7357e14","X6c2a9a5a94270ee454cfb2dea1d31449","e492ea34ac6862586016b7aef65e35b9","aba8c17e313c37c938998554292445ba","X854a42379977827cb58c0eb74385690e","f02f4c216369c6a2e4ee447ffe47fddd","X7e537c12b9af4d0e06d9c229f25d2176","X5203c525a0d0a6c831885ac86a569081","d57501b44a85f6263ef7c36c9256fb92","bc4e3995ef291067acb3295ec94e26f1","X2788faa17a6772b439ab79a71363f4bb","df5dc83b05bd8f335e08f17b5a4c56e9","a34ba93b4dc7cc8362f362f9d520321b","X5aa6addb5feb5f7301d7f21bab3e35e8","X6377e612d1fdfdadf18255fc486ce608","X2cd30e9eda91687ba73dcae76f4f1880","f4d6321c5a128364c3ec9543e21e7cde","X4c7a497eca1fa3081f152adbbce602fb","X674cc9dfd5b8ed175ac63bc9348f2759","X4b594c8bf63bbb3f04615c7b142e1e14","X89966a5669a7741fbe4f099c918f0cf1","X2666fa031db96860468588bef43bbb61","X767ae4be31c7c3b75e743a94f0214ae0","e8165c825d679874a9c71c16408fbbfd","X5a8f0b46a094391e9436f875639034e9","f4ddba285154bdd47f4dc510c2038305","X28140dabde227041d333d23976ce302f","fd76d28f77b2e33857a2df3871c3cc53","X01353923e2e6219198b8d092099e0d9f","deaf8029eba24ec9cfc9f77e9689423e","X6c14479fad19a60d42ec33c478c66afb","bb73a54327f61f691fd1eeb5f230e02c","c744d1d19f0607a409fed8eeebc5cff1","X5f8bc9840120e2fcddfb562429e6f0eb","X9104c4b42757f253f35768d341c2a32b","X679658942f667409a7b9907845816380","dacf22eb1a2065568c1175d1a76c9dc7","X67f3fcab907a9ed2927806173348b4af","X879815b1626853f4af4a4f0e85703fd2","X4f359f019c5e22e6bd5bb03534b84411","be5f7561425c2fdf15e1347047e3a7ba","b81a5b1c47a7eb2b73b4ed9fa1d9b464","X0adb29e1ef7ab1df5fc551a2511c05ba","X40178a7b2400cd0be400a0e1069762fa","X1bc8c1807a800c2c8220ca1a13e4fdb9","f6bf584c4081d96e0ad688a16a806432","a6499c331ca652a5c070f51ef025b901","f93b764d7ef2fc78c19f2d419cc3c5e5","f3a6c6bd550ccaf6c3b68f0c996e1225","X94d50b1f2833352b7cb2e07533944c20","e06356a1143ac7bc41c0bc6aea20d3ae","X82d659604fd62ef71fa6449465d6d8d4","dbc7407c0c194353c292d8aa95922b3a","X3129410b374e76459623a9edb0f6413d","ba197f79f441eb350a6366b5742854e1","X7e501bf21cd1a7090a5282791c520d8b","X6090c45400591b19f181add95bb578f2","X2b423d4a16ef1539110bd1a85db1263d","X316678fa9cd140393f2c97e86e22438f","X6c9635ea49acec132fb91c161c73e041","b2b3c0f0b487edaf28d7a348b354cdcb","X4c37137a09c7b0c510bc7fd05f4d2eda","X05469e3983d48719f2809a67d7f565df","X5b599be724e69b799572618d657d636c","X5ac573def95575947f986f0da3a97a6e","bcae8f7d2c42acfe3559c665f68f6320","X727b6b6cf7c088343cdffe253b5db3df","X31fb9c4004ca6f4d986d5d91745dbca2","X057b594a0df41c1752943ca6e992c826","X9fae180100965f03f0705863528e069d","X2b593463d8985ac4982a9aa29d2ca881","e6027fe97fc1dd3a662ba33605bd7eae","febc72c8f1a103badab63be01c614c31","e5196607556bbe9599a2991e537380c7","acbb69f2765ac3cdfee0c072acb0acfc","X61dcbb58a35735e631793862afa39fe6","X429fd8943b73988d3fde3ca9bc54d07c","X81b50cbc69b355d6a2207d370e9634c5","ffc36e27c82042664a16bcd4d380b286","X353dc9e514176baefc24b952e1309bba","X4a7f867d55034fd3b2b4b28e0b1dda36","X7b361820964e8c6ced5aec81f54bcfea","f8fef0cf8011b5b04640cc5c3ab79a3f","fb7f0fc29144d404cf96d40f1350694f","SampleID","community.number","community.name","chem.code","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","complexity","well","plate"
706,1658,694,2831,391,0,341,937,0,0,36,0,0,0,245,0,578,0,0,0,0,56,44,287,251,29,17,0,97,0,0,0,0,104,0,5,368,0,9,0,0,0,0,0,94,0,19,0,0,40,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c08w6B2",8,"R_ID_7.16_8_R5(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",6
536,2313,856,60,379,0,14,2636,0,0,34,0,0,0,423,0,13,0,0,0,0,50,93,567,1107,43,23,0,121,0,0,0,0,202,0,9,17,0,10,5,0,0,0,0,261,0,29,0,0,45,0,12,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w6C4",8,"R_ID_7.16_8_R5(1)_TSS","AO",1,0,0,0,0,0,1,0,2,"C4",6
433,3011,1039,183,430,0,27,1415,0,0,16,0,0,0,605,0,49,0,0,0,0,28,169,751,1109,17,7,0,31,0,0,0,0,331,0,1,36,0,5,5,0,0,0,0,253,0,10,0,0,13,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w6C5",8,"R_ID_7.16_8_R5(1)_TSS","CO",0,1,0,0,0,0,1,0,2,"C5",6
507,1409,569,3608,293,0,442,849,0,0,0,0,0,0,260,0,780,0,0,0,0,36,79,235,258,19,3,0,46,0,0,0,0,108,0,5,231,0,4,0,0,0,0,0,73,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,"c08w6D2",8,"R_ID_7.16_8_R5(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",6
470,1832,678,3242,269,0,407,883,0,0,0,0,0,0,366,0,630,0,0,0,0,38,67,327,225,0,0,0,44,0,0,0,0,117,0,1,190,0,0,0,0,0,0,0,81,0,7,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c08w6E2",8,"R_ID_7.16_8_R5(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",6
466,1319,476,4246,129,0,494,772,2,0,0,0,0,0,267,0,861,0,0,0,0,21,34,206,197,0,0,0,16,0,0,0,0,92,0,0,143,0,2,0,0,0,0,0,91,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w6E6",8,"R_ID_7.16_8_R5(1)_TSS","GM",0,0,0,1,0,1,0,0,2,"E6",6
511,1794,667,3114,264,0,366,915,0,0,0,0,0,0,348,0,621,0,0,0,0,21,98,338,193,17,0,0,30,0,0,0,0,111,0,2,311,0,7,1,0,0,0,0,119,0,13,0,0,10,0,0,0,0,0,0,0,9,11,8,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c08w6F2",8,"R_ID_7.16_8_R5(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",6
304,1204,508,4513,180,0,586,553,0,0,0,0,0,0,211,0,907,0,0,0,0,8,28,229,201,0,0,0,14,0,0,0,0,108,0,0,157,0,2,3,0,0,0,0,99,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w6F4",8,"R_ID_7.16_8_R5(1)_TSS","CG",0,1,0,1,0,0,0,0,2,"F4",6
540,1218,471,4463,168,0,513,465,0,0,0,0,0,0,229,0,898,0,0,0,0,20,33,252,175,0,0,0,27,0,0,0,0,99,0,0,170,0,3,0,0,0,0,0,64,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,"c08w6F7",8,"R_ID_7.16_8_R5(1)_TSS","MT",0,0,0,0,0,1,0,1,2,"F7",6
335,1402,527,3868,223,0,482,942,0,0,0,0,0,0,222,0,872,0,0,0,0,13,20,251,183,0,0,0,10,0,0,0,0,89,0,2,151,0,2,0,0,0,0,0,84,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c08w8D8",8,"R_ID_7.16_8_R5(1)_TSS","GIMT",0,0,0,1,1,1,0,1,4,"D8",8
1391,2423,1156,17,724,0,0,1188,0,0,44,0,0,0,351,0,7,0,0,0,0,88,215,394,1313,60,17,0,125,0,0,0,0,143,0,5,4,0,31,0,0,0,0,0,197,0,18,0,0,36,0,0,0,0,0,0,0,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c08w8E5",8,"R_ID_7.16_8_R5(1)_TSS","CGMT",0,1,0,1,0,1,0,1,4,"E5",8
644,31,17,0,0,66,861,45,0,1346,105,38,45,0,0,0,0,1280,0,0,0,33,0,0,0,24,146,0,14,0,0,0,0,12,30,0,0,22,0,0,28,0,909,0,0,11,24,43,618,0,110,96,0,64,51,0,16,0,70,72,0,32,0,0,0,0,0,37,0,88,19,0,0,11,78,0,0,0,0,26,0,5,0,0,9,0,19,0,20,0,0,"c09w000",9,"R_ID_7.16_9_R1(1)_TSS","Frozen Starting Community",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00",0
2930,165,45,0,0,558,668,78,0,3140,202,679,342,0,38,0,0,286,0,0,0,70,0,0,0,83,5,0,12,0,0,0,0,0,231,0,0,74,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,61,0,16,0,27,0,0,66,0,0,0,0,0,0,0,33,0,18,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"c09w11B2",9,"R_ID_7.16_9_R1(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",11
520,280,124,0,0,2673,105,312,0,933,247,1053,1643,0,56,0,0,33,0,0,0,49,0,0,0,22,89,0,0,0,0,24,0,18,53,25,0,1081,0,0,13,0,32,0,0,0,0,0,0,5,107,0,0,81,8,0,51,0,28,68,0,7,0,0,0,0,0,32,0,2,0,26,0,0,50,0,88,0,0,5,0,0,0,0,0,5,0,0,0,0,0,"c09w11B3",9,"R_ID_7.16_9_R1(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",11
3986,108,32,0,0,435,402,36,0,2192,311,623,312,0,21,0,0,81,0,0,0,221,0,0,0,59,29,0,21,0,0,2,0,5,352,11,0,45,0,0,0,0,155,0,0,0,0,0,7,0,103,0,0,116,16,0,19,0,17,99,0,50,0,0,0,0,0,40,0,43,0,17,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,"c09w11B5",9,"R_ID_7.16_9_R1(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",11
2892,99,38,0,0,436,677,220,0,2384,300,974,275,0,28,0,0,262,0,0,0,132,0,0,0,125,8,0,0,0,0,12,0,5,259,20,0,77,0,0,0,0,205,0,0,0,0,0,15,20,81,0,0,69,60,0,43,0,32,65,0,65,0,0,0,0,0,28,0,36,0,17,0,0,22,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,"c09w11C3",9,"R_ID_7.16_9_R1(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",11
333,157,65,0,0,2752,47,459,0,1279,147,1227,1594,0,39,0,0,23,0,0,0,0,0,0,0,6,148,0,0,0,0,15,0,14,32,21,0,1011,0,0,27,0,0,0,0,0,0,4,0,7,113,0,0,102,3,0,37,0,6,70,0,5,0,0,0,0,0,40,0,9,0,20,0,0,54,0,68,0,0,1,0,0,0,0,0,3,0,0,0,0,0,"c09w11C7",9,"R_ID_7.16_9_R1(1)_TSS","IO",0,0,0,0,1,0,1,0,2,"C7",11
3435,115,17,0,0,428,444,33,0,3307,35,619,240,0,41,0,0,226,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,3,302,16,0,21,0,0,0,0,153,0,0,0,0,0,8,7,90,0,0,75,65,0,21,0,15,56,0,49,0,0,0,0,0,32,0,34,0,28,0,0,20,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"c09w11D2",9,"R_ID_7.16_9_R1(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",11
3875,168,37,0,0,415,592,10,0,2663,30,687,232,0,35,0,0,243,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,3,337,16,0,14,0,0,0,0,137,0,0,0,0,0,4,0,74,0,0,53,76,0,20,0,20,40,0,62,0,0,0,0,0,30,0,38,0,26,0,0,14,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"c09w11E2",9,"R_ID_7.16_9_R1(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",11
164,110,46,0,0,4677,27,369,3,244,20,849,2867,7,16,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,5,17,20,0,360,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,23,0,0,0,0,0,24,0,6,0,0,0,0,0,11,0,6,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w11E7",9,"R_ID_7.16_9_R1(1)_TSS","MO",0,0,0,0,0,1,1,0,2,"E7",11
3288,139,25,0,0,490,485,6,11,3205,78,599,296,9,41,0,0,255,0,0,0,39,0,0,0,0,8,0,14,0,0,10,0,9,317,16,0,12,0,0,0,0,150,0,0,0,0,0,7,0,87,0,0,87,68,0,17,0,17,61,0,43,0,0,0,0,0,31,0,36,0,22,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c09w11F2",9,"R_ID_7.16_9_R1(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",11
4059,135,23,0,0,440,406,5,7,2635,83,595,270,5,42,0,0,109,0,0,0,60,0,0,0,10,2,0,7,0,0,9,0,8,384,19,0,12,0,0,0,0,107,0,0,0,0,0,10,0,107,0,0,100,28,0,28,0,20,89,0,49,0,0,0,0,0,42,0,33,0,27,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"c09w11F4",9,"R_ID_7.16_9_R1(1)_TSS","CG",0,1,0,1,0,0,0,0,2,"F4",11
3160,122,33,0,0,480,520,8,4,3546,45,546,309,0,53,0,0,228,0,0,0,40,0,0,0,0,0,0,0,0,0,7,0,4,290,6,0,22,0,0,0,0,125,0,0,0,0,0,8,15,80,0,0,67,42,0,11,0,11,53,0,53,0,0,0,0,0,39,0,23,0,24,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c09w11G3",9,"R_ID_7.16_9_R1(1)_TSS","AI",1,0,0,0,1,0,0,0,2,"G3",11
304,289,156,0,0,4202,84,39,0,478,28,456,2556,0,68,0,0,29,0,0,0,0,0,0,0,0,5,0,2,0,0,14,0,16,27,5,0,879,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,9,0,52,0,16,20,0,10,0,0,0,0,0,12,0,16,0,34,0,0,98,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"c09w13E2",9,"R_ID_7.16_9_R1(1)_TSS","AIMO",1,0,0,0,1,1,1,0,4,"E2",13
3667,114,18,0,0,350,549,11,0,2898,33,694,221,0,31,0,0,265,0,0,0,31,0,0,0,0,0,0,23,0,0,9,0,8,370,21,0,32,0,0,0,0,172,0,0,0,0,0,3,0,75,0,0,81,46,0,23,0,24,64,0,56,0,0,0,0,0,31,0,31,0,13,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"c09w15C7",9,"R_ID_7.16_9_R1(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"C7",15
333,225,100,0,0,3265,44,113,0,1217,96,920,1963,0,47,0,0,27,0,0,0,0,0,0,0,0,22,0,0,0,0,12,0,24,30,7,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,81,0,0,29,0,13,61,0,0,0,0,0,0,0,26,0,9,0,23,0,0,141,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w15D4",9,"R_ID_7.16_9_R1(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",15
4641,88,32,0,0,534,278,5,0,2153,139,423,297,0,17,0,0,79,0,0,0,129,0,0,0,17,4,0,0,0,0,13,0,0,448,14,0,5,0,0,0,0,0,0,0,0,0,0,6,12,143,0,0,146,13,0,24,0,10,137,0,27,0,0,0,0,0,60,0,43,0,15,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c09w16C2",9,"R_ID_7.16_9_R1(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",16
4066,130,31,0,0,446,420,23,0,2785,37,491,268,0,53,0,0,225,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,359,11,0,13,0,0,0,0,139,0,0,0,0,0,8,8,70,0,0,76,52,0,26,0,17,66,0,47,0,0,0,0,0,31,0,30,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c09w16C6",9,"R_ID_7.16_9_R1(1)_TSS","DT",0,0,1,0,0,0,0,1,2,"C6",16
370,237,96,0,0,3634,56,67,0,835,0,833,2188,0,55,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,21,45,47,0,821,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,97,0,0,47,0,11,95,0,5,0,0,0,0,0,66,0,4,0,34,0,0,155,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"c09w16C7",9,"R_ID_7.16_9_R1(1)_TSS","IO",0,0,0,0,1,0,1,0,2,"C7",16
3611,143,30,0,0,462,558,13,0,2922,27,663,282,0,32,0,0,266,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,327,15,0,18,0,0,0,0,136,0,0,0,0,0,10,12,80,3,0,71,66,0,10,0,10,55,0,59,0,0,0,0,0,40,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w16D2",9,"R_ID_7.16_9_R1(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",16
3461,119,18,0,0,446,587,16,3,3140,30,629,261,0,36,0,0,262,0,0,0,0,0,6,0,12,3,0,0,0,0,4,0,0,293,9,0,21,0,0,0,0,168,0,0,0,0,0,0,7,72,0,0,83,65,0,18,0,14,59,0,53,0,0,0,0,0,32,0,24,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w16E2",9,"R_ID_7.16_9_R1(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",16
3167,165,28,0,0,495,549,11,3,3309,57,654,311,7,45,0,0,237,0,0,0,13,0,0,0,8,4,0,0,0,0,8,0,4,274,17,0,23,0,0,0,0,115,0,0,0,0,0,0,11,63,0,0,71,59,0,16,0,11,57,0,68,0,0,0,0,0,27,0,23,0,26,0,0,16,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"c09w16F2",9,"R_ID_7.16_9_R1(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",16
3352,173,23,0,0,503,556,39,14,3053,38,637,324,16,49,0,0,269,0,0,0,22,0,0,0,12,17,0,9,0,0,8,0,8,310,15,0,17,0,0,0,0,111,0,0,0,0,0,11,0,79,0,0,59,57,0,11,0,16,44,0,44,0,0,0,0,0,20,0,21,0,27,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"c09w16G6",9,"R_ID_7.16_9_R1(1)_TSS","GT",0,0,0,1,0,0,0,1,2,"G6",16
4469,103,17,0,0,419,409,6,0,2532,44,456,242,0,39,0,0,143,0,0,0,27,0,0,0,14,5,0,14,0,0,6,0,3,412,5,0,14,0,0,0,0,135,0,0,0,0,0,5,0,92,0,0,85,32,0,22,0,9,63,0,56,0,0,0,0,0,37,0,31,0,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w17F7",9,"R_ID_7.16_9_R1(1)_TSS","ACDM",1,1,1,0,0,1,0,0,4,"F7",17
4233,116,26,0,0,511,347,19,0,2563,110,451,322,0,40,0,0,114,0,0,0,95,0,0,0,0,0,0,10,0,0,7,0,0,351,10,0,17,0,0,0,0,147,0,0,0,0,0,6,0,106,0,0,91,19,0,17,0,15,87,0,41,0,0,0,0,0,38,0,23,0,21,0,0,16,0,18,0,0,4,0,0,0,0,0,0,0,0,0,2,0,"c09w18F3",9,"R_ID_7.16_9_R1(1)_TSS","CDGT",0,1,1,1,0,0,0,1,4,"F3",18
3086,108,29,0,0,449,644,101,0,2534,265,1042,293,0,42,0,0,295,0,0,0,118,0,4,0,84,0,0,0,0,0,0,0,0,289,0,0,82,0,0,6,0,194,0,0,0,0,0,0,16,0,0,0,4,57,0,32,0,28,0,0,66,0,0,0,0,0,0,0,24,0,20,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,"c09w1B2",9,"R_ID_7.16_9_R1(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",1
3707,89,20,0,0,497,371,38,0,2518,308,560,318,0,23,0,0,111,0,0,0,201,0,0,0,24,34,0,0,0,0,13,0,3,379,19,0,50,0,0,0,0,160,0,0,0,0,0,11,21,107,0,0,88,16,0,27,0,30,78,0,51,0,0,0,0,0,41,0,28,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c09w1B5",9,"R_ID_7.16_9_R1(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",1
3165,107,20,0,0,429,597,230,0,2409,350,811,247,0,23,0,0,257,0,0,0,175,0,0,0,105,16,0,10,0,0,6,0,3,286,22,0,53,0,0,0,0,182,0,0,0,0,0,16,0,71,0,0,64,49,0,30,0,26,49,0,60,0,0,0,0,0,45,0,28,0,16,0,0,16,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,"c09w1E3",9,"R_ID_7.16_9_R1(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",1
3497,94,39,0,0,424,447,79,0,2473,418,678,257,0,25,0,0,136,0,0,0,196,0,0,0,129,44,0,18,0,0,4,0,1,329,15,0,38,0,0,9,0,165,0,0,0,0,0,0,0,97,0,0,71,26,0,19,0,29,62,0,50,0,0,0,0,0,34,0,47,0,11,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"c09w1F4",9,"R_ID_7.16_9_R1(1)_TSS","CG",0,1,0,1,0,0,0,0,2,"F4",1
2680,130,34,0,0,468,638,99,0,2971,163,946,295,0,38,0,0,290,0,0,0,60,0,0,0,62,6,0,11,0,0,13,0,6,258,19,0,81,0,0,0,0,180,0,0,0,0,0,8,0,79,0,0,82,59,0,24,0,22,56,0,72,0,0,0,0,0,35,0,35,0,25,0,0,16,0,6,0,0,9,0,0,0,0,0,3,0,0,0,0,0,"c09w1G2",9,"R_ID_7.16_9_R1(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",1
3027,136,27,0,0,501,668,167,0,2781,147,622,307,0,41,0,0,273,0,0,0,58,0,0,0,68,8,0,11,0,0,10,0,3,299,14,0,49,0,0,0,0,180,0,0,0,0,0,16,0,97,0,0,101,65,0,8,0,25,83,0,88,0,0,0,0,0,44,0,40,0,7,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"c09w1G6",9,"R_ID_7.16_9_R1(1)_TSS","GT",0,0,0,1,0,0,0,1,2,"G6",1
120,219,74,0,0,3929,25,58,0,1472,28,841,2379,0,55,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,31,0,5,0,503,0,0,0,0,0,0,0,0,0,5,0,0,30,0,0,29,0,0,21,0,5,25,0,6,0,0,0,0,0,14,0,0,0,22,0,0,70,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w20D4",9,"R_ID_7.16_9_R1(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",20
3898,163,21,0,0,505,475,36,10,2826,50,516,301,5,50,0,0,143,0,0,0,21,0,0,0,5,7,0,9,0,0,0,0,4,374,6,0,16,0,0,0,0,118,0,0,0,0,0,0,0,89,0,0,66,25,0,29,0,14,45,0,54,0,0,0,0,0,32,0,33,0,27,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"c09w2F7",9,"R_ID_7.16_9_R1(1)_TSS","ACDM",1,1,1,0,0,1,0,0,4,"F7",2
4170,126,22,0,0,489,491,13,0,2232,100,645,300,0,39,0,0,177,0,0,0,65,0,0,0,0,2,0,0,0,0,4,0,2,401,5,0,29,0,0,0,0,146,0,0,0,0,0,7,11,84,0,0,76,24,0,46,0,17,81,0,43,0,0,0,0,0,37,0,28,0,20,0,0,53,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,"c09w3E8",9,"R_ID_7.16_9_R1(1)_TSS","GIOT",0,0,0,1,1,0,1,1,4,"E8",3
3221,122,19,0,0,440,503,42,2,3361,59,636,248,0,50,0,0,246,0,0,0,21,0,0,0,9,3,0,0,0,0,8,0,0,276,11,0,28,0,0,0,0,143,0,0,0,0,0,5,1,107,0,0,99,45,0,17,0,12,78,0,59,0,0,0,0,0,39,0,28,0,25,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"c09w5F7",9,"R_ID_7.16_9_R1(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"F7",5
483,299,110,0,0,3351,146,20,8,1288,23,763,1959,13,79,0,0,83,0,0,0,0,0,0,0,0,20,0,0,0,0,17,0,23,34,29,0,541,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,123,0,0,49,0,13,126,0,15,0,0,0,0,0,69,0,26,0,28,0,0,63,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"c09w6B3",9,"R_ID_7.16_9_R1(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",6
4250,90,19,0,0,466,159,20,0,3032,124,428,258,0,22,0,0,37,0,0,0,45,0,0,0,20,0,0,11,0,0,8,0,8,365,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,189,0,0,146,10,0,0,0,15,132,0,16,0,0,0,0,0,64,0,9,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w6C2",9,"R_ID_7.16_9_R1(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",6
3411,189,18,0,0,403,423,15,9,3441,60,529,279,19,58,0,0,209,13,0,0,0,0,12,0,0,12,0,0,0,0,5,0,0,296,15,0,15,0,0,0,0,87,0,0,0,0,0,0,12,106,26,0,64,35,0,20,0,8,77,0,44,0,0,0,0,0,37,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w6C3",9,"R_ID_7.16_9_R1(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",6
